Contact Person,Designation,Organization,LinkedIn Profile
 Aninda Mukhopadhyay,Director,Tresenso Tech Private Limited,https://in.linkedin.com/in/aninda-mukhopadhyay-268235248
 Akshita Sachdeva,"Co-founder, CEO, Director",Trestle Labs | Kibo,Timeout error
 Naveen Gupta,Founder,TREV MOBILITY TECH PRIVATE LIMITED,https://in.linkedin.com/in/naveen-gupta-iift
 Balakrishnan M,Director,Tridel Technologies Private Limited,https://in.linkedin.com/in/bala-krishnan-580a9270
 HANUMANT PANDEY,INNOVATER,TRIGATI CORPORATION,https://in.linkedin.com/in/hanumant-pandey
 HARSH V SETHI,DR. HARSH V SETHI,TRINANO TECHNOLGIES PRIVATE LIMITED,https://in.linkedin.com/in/dr-harsh-sethi-758401323
 Lakshay Sharma,Director,Trish I R&D Private Limited,Not found
 Ankitkumar Patel,Ankitkumar Patel,Trium Designs Pvt Ltd,https://in.linkedin.com/in/ankitpateltrium
 Dhruv Bajaj,CEO,TRUE ASSETS DEVELOPMENT PRIVATE LIMITED,https://in.linkedin.com/in/dhruv-bajaj01
 Padmanabh Thakkar,CEO and Founder,True False (A Brand of INandK Design Pvt Ltd),https://in.linkedin.com/in/padmanabh-thakkar-0b8169ba
 Deepali Saraogi,Managing Director,Trusignal Logistic Pvt Ltd,https://in.linkedin.com/in/deepalisaraogi
 Nitya Sriram,Sr. Lead - Programs and Partnerships,TrustIn Software Services Pvt. Ltd.,https://in.linkedin.com/in/nitya-s-441b1a40
 Varshit Kalra,Chief Operating Officer,Truxie ( Prayas Logistics India Private Limited ),https://in.linkedin.com/in/varshit-kalra-49100197
 Kartikey Dwivedi,Founder,Turtleneck Systems and Solutions Pvt Ltd,https://in.linkedin.com/in/kartikey18747
 Sahib Sapra,Founder CEO,Tutcart,https://in.linkedin.com/in/sumit-sapra-297a29139
 Ajish Habib,Ajish G Habib,Tuttifrutti Games Private Limited,https://in.linkedin.com/in/ajish-g-habib
 Ajish G Habib,Founder,Tuttifrutti Interactive,https://in.linkedin.com/in/ajish-g-habib
 Shivani Mittal,Marketing Lead,Twiddles by Yuvraj Singh,https://in.linkedin.com/in/shivanimittall
 Shyam Katuri,Director,TWIF TECHNOLOGIES PRIVATE LIMITED,https://in.linkedin.com/in/shyam-katuri-42826ab7
 Modassir Ansari,Co-founder,Twinverse Technology pvt ltd,https://in.linkedin.com/in/modassiransari
 Puneet Bhaskar,Co-Founder and CEO,Tyreplex,https://in.linkedin.com/in/puneet-bhaskar-682a645
 Sachin Korla,Sachin Korla,UdyamWell,https://in.linkedin.com/in/sachinkorla
 Sachin Korla,CEO,Udyamwell Private Limited,https://in.linkedin.com/in/sachinkorla
 ANKUR JAIN,Founder & CEO,UdyogYantra.AI,https://www.linkedin.com/in/ankurjainkairos
 Divyanshi Adlakha,Marketing Head,UGreen Technology,https://in.linkedin.com/in/divyanshi-adlakha
 Uma Naveen lumar G,Innovator,Uma Naveen kumar,https://in.linkedin.com/in/naveen-kumar-g-a7519647
 Akash Singh,CEO,Unbubble,https://in.linkedin.com/in/akash-singh-ba0519117
 Anirudh Nishtala,CEO,Unicas Biotech Pvt. Ltd.,https://in.linkedin.com/in/anirudh-nishtala-657759253
 Siddharth Bansal,Founder & CEO,Unicel Greens Private Limited,https://in.linkedin.com/in/siddharth-bansal-8a7019205
 Harshini Zaveri,Harshini Zaveri,UNINO Healthcare Pvt. Ltd.,https://in.linkedin.com/in/harshini-zaveri-12a2524b
 Mukesh Mishra,Founder & CEO,UNITE MICROSYSTEMS PVT LTD,https://in.linkedin.com/in/mukeshmishraj
 Parag Kulkarni,Founder,Unlock Future Fintech Pvt. Ltd.,https://in.linkedin.com/in/parag111
 Raajamurugan R B,Chief Executive Officer,UNMODEL.AI,https://in.linkedin.com/in/raaja-murugan-r-b-9b55261b
 Nivedita Kala,Founder,Unnatish Clothing,https://in.linkedin.com/in/nivedita-kala-335188266
 Indrani Chowdhury,Founder and CEO,Unneu Private Limited,https://in.linkedin.com/in/indrani-chowdhury-054a75189
 Karan Mirchandani`,Founder,Unojobs,https://in.linkedin.com/in/karan-mirchandani-917a1a84
 Akshay V Nayak,Director,Unriddle Technologies Private Limited - Anvesana TBI,https://in.linkedin.com/in/akshayvnayak
 Ashvir Khurana,Co-founder,Unstitched,https://in.linkedin.com/in/ashvir-khurana-77651a1a
 Shricant Singh Binny,CEO,Upcycled Papers Pvt Ltd,https://in.linkedin.com/in/ssbinny
 Nirja Mehta,Co-Founder & Marketing Head,Upjao Agrotech Private Limited,https://in.linkedin.com/in/nirja-mehta-b9110a33
 Mahek Chirag Mody,Director,upliance.ai,Not found
 JONG HUN OH,CEO,Uptempo Global Inc.,https://kr.linkedin.com/in/jong-hun-oh-862729155/en
 Sheetal Arora,CEO,UpTroop Private Limited,https://in.linkedin.com/in/sheetalarora
 JAGANMOHAN REDDY,CEO,UR Advanced Therapeutics,https://in.linkedin.com/in/jaganmohan-reddy-487a1820
 Karthik Athreya,CEO,URBAN SPHERE (K2N MOBILITY PRIVATE LIMITED),https://in.linkedin.com/in/karthik-athreya
 Rituraj Rituraj,Senior Product Manager,Urban Vyapari,https://in.linkedin.com/in/rituraj0810
 Koyel Das,Director & COO,UrjanovaC Pvt Ltd,https://in.linkedin.com/in/koyel-das-35a02835
 PRAVEEN URMILA,MD,URTECHKLIKWORLD PVT LTD,https://in.linkedin.com/in/praveen-urmila-90a55120
 Utkarsh Bhargava,Director,Utkarsh Bhargava,https://in.linkedin.com/in/utkarsh-bhargava07
 Naman Muley,Founder & CEO,Utkrushta,https://in.linkedin.com/in/namanmuley
 Vibham Mishra,Managing director,UVS VIRTUAL SECURITY PRIVATE LIMITED,https://in.linkedin.com/in/vibhammishra
 VIJAY KUMAR JANGID,DIRECTOR,V-KAS INNOVATION AND TECHNOLOGIES PRIVATE LIMITED,https://in.linkedin.com/in/vijay-kumar-jangid-91410420b
 RAJAT SONI,FOUNDER,V2R Autoinfinite Private Limited (Formerly Known as VecRep Technologies Pvt. Ltd.),https://in.linkedin.com/in/rajat-soni7
 TARUN GUPTA,Founder and CEO,VaidyaRx Private Limited,https://in.linkedin.com/in/tarun-gupta-b03b71239
 Aniket Kumar,Manager,Varaha Climate AG Private Limited,https://in.linkedin.com/in/aniket-kumar-084636190
 ANIL SHARMA,DIRECTOR,VARITAS FABTEX PVT LTD,https://in.linkedin.com/in/anil-sharma-3a64a8225
 Sivaprakash Srinivasan,Director,Vasanthabala Functional Materials Pvt. Ltd.,https://in.linkedin.com/in/sivaprakash-srinivasan-7a305426b
 VAISHNAVI PALLEDA,Founder CEO,VAULT PRODUCTIONS PRIVATE LIMITED,https://in.linkedin.com/in/vaishnavi-palleda-bb1b0998
 Shakriya Pandey,CEO,VayuDrishti,https://np.linkedin.com/in/shakriyapandey
 Kapil Kapoor,Kapil Kapoor,VAYUGUARD CLIMATE TECH PRIVATE LIMITED,https://in.linkedin.com/in/kapil-vayuguard
 Kapil Kapoor,Kapil Kapoor,Vayuguard Climate Tech Pvt Ltd,https://in.linkedin.com/in/kapil-vayuguard
 Vaishnavi Deodhar,Founder,VD'S HEALTH CARE,https://in.linkedin.com/in/vaishnavi-deodhar-6b44b1243
 MANISH DIXIT,MANISH DIXIT,Ved Prabha Aerospace Private Limited,https://in.linkedin.com/in/immanishdixit
 Ved Purohit,Ved Purohit,Ved Purohit,https://in.linkedin.com/in/ved-purohit-a4b0711b9
 Siddhant Doshi,Chief Executive Officer,Ved Sanjeevani,https://in.linkedin.com/in/siddhantddoshi
 Sachin Modi,CEO,Vedasis Analytics Private Limited,https://in.linkedin.com/in/sachin-modi-3b0bab65
 Pulicherla Ahishek,Executive Director,Vedasya Engineering Solutions Private Limited,https://in.linkedin.com/in/abhishek-pulicherla
 Nitesh Pratap Singh,Director,Veeshen Wellness Pvt. Ltd.,https://in.linkedin.com/in/veewellness
 Shruti Mishra,Director,Velka Trends Pvt Ltd,https://in.linkedin.com/in/shruti-mishra-81436a18a
 AJIL ABDULLA,FOINDER & CEO,VELLNEZMED INTERNATIONAL PRIVATE LIMITED,https://in.linkedin.com/in/dr-ajil-abdulla-80282821
 Sumit Batra,sumit batra,Velocity consumers ventures private limited,https://in.linkedin.com/in/sumit-batra
 Aditya Ranjan Sinha,Founder,Velotech Innovations Private Limited,https://in.linkedin.com/in/aditya-sinha-3b7455326
 ROOPA MEHTO,DIRECTOR,VENTURE SCIENTIFIC PRIVATE LIMITED,https://in.linkedin.com/in/venture-scientific-162b06171
 Bhuvnesh Kumar,Founder,Verdant Motors Private Limited,https://in.linkedin.com/in/bhuvnesh-kumar-78b300155
 Bharat Soin,Special Projects,Vestd App Pvt Ltd,https://in.linkedin.com/in/soinbharat
 Dileep Kumar Ganugula,cofounder,VetDiag Genomix Pvt Ltd,Not found
 Bharath Naik,Co-Founder,vewmet digital life private limited,https://in.linkedin.com/in/bharathnaik
 Arif Ali,CEO,Vi-Hab Solution Pvt Ltd,https://in.linkedin.com/in/arif-ali-vihab
 Vaibhav Tewatia,Manager,Vidfin Technologies Private Limited,https://in.linkedin.com/in/vaibhav-tewatia-b6095786
 Avinash Verma,Founder,Vidhema technologies,https://in.linkedin.com/in/avinash-verma
 Manoj Dawane,CEO & Founder,Vidhi Techinnovation Opportunities Network Private Limited,https://in.linkedin.com/in/manojdawane
 Paul Jai Sudhan M,Founder & CEO,Vidmagin Innovations Pvt. Ltd.,https://in.linkedin.com/in/paul-jai-sudhan-m
 PAYAL JAIN,DIRECTOR,VIGOREBIKE PRIVATE LIMITED,https://in.linkedin.com/in/payal-jain-476ab0141
 VIKAS JHA,INNOVATER,VIKAS JHA (PRAKASHREKHA),https://in.linkedin.com/in/vikas-jha
 VIKRANT K ROY,CEO AND CO FOUNDER,VIKRANT ACADEMY PVT LTD,https://in.linkedin.com/in/vikrantkroy
 Mridul Jain,Mridul Jain,Vimaana Aerospace Technologies LLP,https://in.linkedin.com/in/mridul-jain-0ab495155
 Adarsh Tripathi,Adarsh Tripathi,Virtuon,https://in.linkedin.com/in/adarsh-tripathi-a26aab215
 VIVEK SHETTIGAR,Director,VIRTUS MOTORS PRIVATE LIMITED,https://in.linkedin.com/in/vivek-shettigar-35109a70
 SAKSHI PAREKH,FOUNDER,VISHWA ADHAR BIOCEMENT AND FERTILIZER,https://in.linkedin.com/in/sakshi-parekh-624359344
 Hitesh Sharma,Partner,Visioncraft Innovations LLP,https://in.linkedin.com/in/ihiteshsharma
 Aryan Singh,Aryan Singh,VisionX Mera SATHi Private Limited,https://in.linkedin.com/in/visionx-mera-sathi-3b9515311
 SHAIK MASTAN VALI,DIRECTOR,VISTARAH INNOVATIONS PRIVATE LIMITED,https://in.linkedin.com/in/mastan-vali02
 Anuj Singhal,Executive,VIta Excel Pvt Ltd,https://in.linkedin.com/in/anuj-singhal-549b9215b
 Anuj Singhal,Executive,Vita Excel Pvt Ltd.,https://in.linkedin.com/in/anuj-singhal-549b9215b
 Rishabh Lal,CEO - Founder,Vitalth Forgers Private Limited,Not found
 Kamal Meshram,Kamal vithalrao Meshram,Vithal Visions Private Limited,https://in.linkedin.com/in/kamal-meshram-96aa21339
 Kapil Patil,Founder and Director,Vitto - Uthaan Technologies Private Limited,https://in.linkedin.com/in/kapilpatil89
 Vivek Prajapati,CEO,Vivek Prajapati,https://in.linkedin.com/in/vivekaddingworth
 Prem Kumar,CEO,vKutumb Technologies LLP,https://in.linkedin.com/in/premkumarvanamu
 Rajeev Kumar,CEO,VODIK AUTO PRIVATE LIMITED,https://in.linkedin.com/in/rajeevofficial
 Ruchika Drabla,Director & COO,Voiceowl Bot Pvt. Ltd.,https://in.linkedin.com/in/ruchikadrabla
 Anindya Chakraborty,Entrepreneur In Residence,VOICETREE TECHNOLOGIES PRIVATE LIMITED,https://in.linkedin.com/in/anindyaverse
 VISHNU P T,VISHNU P T,Void Vector Ventures LLP,https://in.linkedin.com/in/vishnu-p-t-80991388
 Mriganka Purkayastha,Founder,VOIZ Entertainment LLP,https://in.linkedin.com/in/voiz-entertainment-llp-98b555341
 Sumit Goyal,Founder,Vomyra AI Solutions PVT LTD,https://in.linkedin.com/in/sumit-goyal-5a9b43282
 Vinitha Subramanian,Firmware Engineer,VONI SMARTIOT PRIVATE LIMITED,https://in.linkedin.com/in/vinitha-subramanian-08138092
 RONISH SHEORAN,CEO,VOXVERTEX SOLUTIONS,https://in.linkedin.com/in/muskan-soni-25599b262
 RITI ARORA,DIRECTOR,VRD SPICE PRIVATE LIMITED,https://in.linkedin.com/in/riti-arora-b034b9196
 Aarav Goswami,Managing Director.,Vrdionx Private limited,https://in.linkedin.com/in/aarav-goswami-vrdionx
 Nayan Jain,Founder,Vrisaelectric Private Limited,https://in.linkedin.com/in/nayan-jain-01b6a413a
 Dhaval Mody,CEO and Founder,Vrudhi Educational and Technological Services Private Limited,https://in.linkedin.com/in/dhaval-mody-6063a4172
 Neetesh Kumar,Chief Technology Officer,VU-DYNAMICS PRIVATE LIMITED,https://in.linkedin.com/in/dr-neetesh-kumar-1a7a43105
 Jailendra Kashyap,Founder,Vwonder Labs Pvt Ltd,https://in.linkedin.com/in/jailendra-kashyap-b0762b6
 Brijesh Kumar,Director,Vyana Scientific Pvt Ltd,https://in.linkedin.com/in/brijeshk
 Aditya Agrawal,"Co-Founder, COO",Vyom,https://in.linkedin.com/in/aditya6463
 Pankaj Patidar,Managing Director,Vyoum Biotech Private Limited,https://in.linkedin.com/in/pankaj-patidar-560a9128b
 Ishank Gupta,CEO,W3labs Private Limited,https://in.linkedin.com/in/ishank-gupta
 Abhishek Kumar,CEO,Waanee AI Pvt Ltd,https://in.linkedin.com/in/abhishek-kumar-2a03354
 Bhavy Upadhyay,CEO & Co-Founder,WADPROG TECHNOLOGIES PRIVATE LIMITED,https://in.linkedin.com/in/bhavyupadhyay
 Pradip Banerjee,Director,Wah Click E Business Private Limited,https://in.linkedin.com/in/pradip-banerjee-946043257
 Shaikh Amer,CEO & Founder,Walkfluent tramer footwear private limited,https://www.linkedin.com/in/walkfluent
 Stephen Sebastian,CEO,Walkzero,https://uk.linkedin.com/in/stephen-sebastian-0a837352
 Refaz Ahmad Wani,Director/Founder,Wani Farming Tools Industry,https://in.linkedin.com/in/er-refaz-ahmad-b882b9209
 Kumar Manaswi,Founder & CEO,Warewe Consultancy Private Limited,https://in.linkedin.com/in/kumarmanaswi
 Abhisek Baheti,Director,WatchOut,https://in.linkedin.com/in/abhishek-baheti-23910622
 Nilesh Rander,CEO,Wavenet Technologies Pvt Ltd,https://in.linkedin.com/in/nilesh-rander-b858a120
 Nilesh Rander,Founder CEO,Wavenet Tehnologies Pvt Ltd,https://in.linkedin.com/in/nilesh-rander-b858a120
 Tarendra Prakash Srivastava,Managing Director,WeaClim Solutions Private Limited,https://in.linkedin.com/in/tarendra-srivastava-475000247
 Shruti Lohia,Co-founder & COO,Wealth Vidya Services Private Limited,https://in.linkedin.com/in/shruti-lohia-254812345
 Sundeep Katevarapu,Director,WEAVEC U PRIVATE LIMITED,Not found
 Neelakantappa H S,CEO,WEBADVISOR,https://in.linkedin.com/in/neelakantappa
 Shubham Agrawal,COO,Webashlar Software Solution Pvt. Ltd.,https://in.linkedin.com/in/shubhamagrawal07
 Tamal Bagchi,CTO,WebMantra Technology Services pvt ltd,https://in.linkedin.com/in/iamtamal
 Pratik SIngh Rajput,Director,Websidezone Media and Technologies Private Limited,https://in.linkedin.com/in/royalpratikrajput
 Swinky Sharma,CEO,WEBTHREEVERSE INNOVATION LABS PRIVATE LIMITED,https://in.linkedin.com/in/swinky-sharma
 Aiju T Biju,Aiju T Biju,WECODELIFE PRIVATE LIMITED,https://in.linkedin.com/in/aiju-t-biju-15590913b
 Sivakumar VP,Sivakumar VP,Well O Sip Tisanes Private Limited,https://in.linkedin.com/in/sivakumar-vp-879b1414
 Ayush Rana,Program Manager,WiJungle,https://in.linkedin.com/in/ayush-rana01
 GOURISANKAR PARIDA,GOURISANKAR PARIDA,WINDNA LIFE SCIENCES,https://in.linkedin.com/in/gourisankarparidaa
 Binayak Senapati,Founder & CEO,WINDOWWATT INDIA PVT LTD,https://in.linkedin.com/in/binayak-senapati-6327585b
 Nikhilesh Tayal,Nikhilesh Tayal,WinSaga Edutech Private Limited,https://in.linkedin.com/in/nikhilesh-tayal-47919828
 Ankur Maheshwari,Founder and CEO,Wise Software Solutions Pvt Ltd,https://in.linkedin.com/in/ankurmaheshwariwise
 Prateek Kedia,Sales Head,WISELIFE WELLNESS INDIA PVT LTD,https://in.linkedin.com/in/prateek-kedia-079b59158
 Malavika Issar,Marketing Head,WiZR,https://in.linkedin.com/in/malavika-issar
 Shrikanth Katkurwar,CEO,Wokay.com,https://in.linkedin.com/in/cskvarma
 Aakash Singh,Aakash,Wolooka,https://in.linkedin.com/in/aakashsinghtm
 Nitika Dial,Nitika Dial,WONDERLAB CO.,https://in.linkedin.com/in/nitika-sharma-wonderlab
 Akash Jaiswal,Founder & CEO,Wooble Software Private Limited,https://in.linkedin.com/in/akash-jaiswal-72714721
 Debdyuti Dutta Gupta,VP Operations,Woodberry,https://in.linkedin.com/in/debdyuti-dutta-568434228
 Anbarasan V,Director,WoowLocal Retail Technologies Pvt Ltd,https://in.linkedin.com/in/anbarasan-v-15947136
 Nikhil Datta,Growth and Marketing Lead,Workfore India Solutions Private Limited,https://in.linkedin.com/in/nikhil-datta-marketing
 Gagandeep Singh,Gagandeep Singh,WOWS Global Private Limited,https://in.linkedin.com/in/gagandeep-singh-b0433023
 Atul Mohan,Co-Founder,WSAFE Sustainability Services Pvt Ltd,https://in.linkedin.com/in/wsafe-catch-the-wastewater-a394ab211
 Rishab Ilwadi,CEO,WUELEV8 Innovation Services Private Limited,https://in.linkedin.com/in/rishabilwadi
 Deepthi A,Operations and HR,X BOSON AI PRIVATE LIMITED,https://in.linkedin.com/in/deepthi89
 Ayush Jain,Founder and CEO,Xane AI (Profformance Technologies Private Limited),https://in.linkedin.com/in/ayushjain1094
 K Shah,CEO,Xeeed IO,https://in.linkedin.com/in/kanishka-shah
 Galib Mohammed,CTO,Xine Technology Solutions Pvt Ltd,https://in.linkedin.com/in/mohammad-ali-034671224
 Ankit Bhateja,Founder & Director,Xovian Aerospace,https://in.linkedin.com/in/ankitbhateja
 Shalini Goel,Director,Xpectro Solutions (OPC) Private Limited,https://in.linkedin.com/in/shalini-goel-385b54150
 Sanchit Narang,Director,XPortel (Boggletree Technologies Private Limited),https://in.linkedin.com/in/sanchit-narang-45675b175
 Densil Antony,Densil Antony,XR Horizon Pvt Ltd,https://in.linkedin.com/in/densilantonyxrhorizon
 Tathagata Saha,CEO,XRobotics,https://in.linkedin.com/in/tathagata-saha-3b672477
 Neeraj Saxena,CEO,Xscale Consulting Private Limited,https://in.linkedin.com/in/lalaneeraj
 Ankit Kumar,Director,XTEALTH Private Limited,https://in.linkedin.com/in/ankit-kuumar
 Aditya Pratap Singh Rajawat,Aditya Pratap Singh Rajawat,xTerra Robotics Private Limited,https://in.linkedin.com/in/aditya-pratap-singh-rajawat-724935287
 Rabi Sankar Panda,R&D Head,XYMA ANALYTICS PVT LTD,https://in.linkedin.com/in/rabi-sankar-panda-189b8856
 Sakthivel Thayappahn,Director,YALI MOBILITY PRIVATE LIMITED,https://in.linkedin.com/in/sivamsakthivel
 PRADEEP VERMA,FOUNDER,YANI GREEN INDUSTRIES PRIVATE LIMITED,https://in.linkedin.com/in/pradeep-verma-6775b636
 Karan Saharan,Karan Saharan,Yantraksh Logistics Private Limited,https://in.linkedin.com/in/karansaharan
 Balraj Arpit,CEO,Yantriksh Cybernetics,https://in.linkedin.com/in/balrajarpit
 Akash Jain,"Co-Founder, Head of Product",Yarnit Innovations Private Limited,https://in.linkedin.com/in/akash-jain-0204
 Yash Raut,Yash Raut,Yash Raut,https://in.linkedin.com/in/yash-raut-aa766b223
 Gaurav Rana,Founder & CEO,Yatrikart,https://in.linkedin.com/in/gaurav-rana-b0421214
 Shubham Garg,Founder & CEO,Yauvanchakra private limited,https://in.linkedin.com/in/shubgarg
 Prakhar Goyal,Founder and CTO,YellowSense Technologies,https://in.linkedin.com/in/prakhar-goyal-1744021b
 Nakul Sarda,Founder/CEO,Yesautomate Solutions LLP,https://in.linkedin.com/in/nakul-sarda-1535ab7
 Yeshpal Mathangi,Yeshpal Mathangi,Yeshbio Solutions Pvt. Ltd.,Not found
 Ram Mehta,Ram Mehta,Yield Pro Earth Private Limited,https://in.linkedin.com/in/ram-mehta-
 Aditya Mani,Aditya Mani,YOLOgram Style Pvt Ltd,https://in.linkedin.com/in/adityamani
 Mudit Thakkar,Founder,Youngovator,https://in.linkedin.com/in/khushboo-thakkar-40886824
 Seema Mishra,COFOUNDER,Youstrong Prvate Limited,https://in.linkedin.com/in/seemamishra723
 Mohit Kumar Sharma,Mohit Kumar Sharma,Youth Buzz Educom LLP,https://in.linkedin.com/in/mohitsharma-youthbuzz
 Sunand Mittal,Director,YuDash Systems Pvt Ltd,Not found
 Shruti Sharma,Chief Marketing Officer,Z2O Technologies Pvt Ltd,https://in.linkedin.com/in/shruti-sharma-8b291017
 Shrey Sharma,Founder & CEO,Zangoh [Newzera Tech Labs Pvt Labs],https://www.linkedin.com/in/shreysharmaiit
 Shrey Sharma,Founder & CEO,Zangoh [Newzera Tech Labs Pvt Ltd],https://www.linkedin.com/in/shreysharmaiit
 Kirat Brahma,Director,Zankla Studio Private Limited,https://in.linkedin.com/in/kirat-brahma-3a24494b
 Zachariah Jacob,CEO,Zavika Fintech Private Limited,https://in.linkedin.com/in/zachariah-jacob-ba41493
 Chhavi Mittal,Chhavi Mittal,ZDC Leather Private Limited,https://in.linkedin.com/in/chhavi-mittal-649763a6
 Jitendra Jain,CEO,Zealev DC -Tech Pvt Ltd,https://in.linkedin.com/in/jitendra-jain-1530b62b
 ROHIT KUMAR,ROHIT KUMAR,Zedsoftpoint,https://in.linkedin.com/in/rkrelish
 Samyak Jain,CEO,Zeko AI (MyWays Life Layouts Pvt Ltd),https://ae.linkedin.com/in/jain-samyak
 Bhavik Makwana,Bhavik Makwana,ZENDEVX SOLUTIONS PRIVATE LIMITED,https://www.linkedin.com/in/bm1997
 Deepak Agarwal,Chief Executive Officer,ZENITH DRINKS PRIVATE LIMITED,https://in.linkedin.com/in/deepak-agarwal-21814a3a
 TAMILSELVI RAJENDRAN,DIRECTOR,ZENSIT SMART PRODUCTS PRIVATE LIMITED,https://in.linkedin.com/in/tamilselvi-rajendran-b867122b0
 Bitchri Sekso Mebitchi R Marak,Founder,Zero 9Farms,https://in.linkedin.com/in/bitchri-sekso-r-marak-bb0075140
 Abhinav Kaushal,Founder & CEO,Zero Decarbon One Pvt Ltd,https://in.linkedin.com/in/abhinav-kaushal-00812ba2
 Priyesh Joshi,Co-founder,Zerovolt Electric Private Limited,https://in.linkedin.com/in/priyesh-joshi-079658167
 David Gogoi,Director & Co Founder,Zerund Manufacturing Pvt. Ltd,Not found
 Siddhartha Nair,Siddharth Shivakumar Nair,Zeuron.ai (Xfinito Biodesigns Private Limited),https://in.linkedin.com/in/ersiddharthnair
 Eshanku Pandey,Founder,Zigwik Private Limited,https://in.linkedin.com/in/eshan-pandey-b59b421b
 Adviteey Mehaindroo,Director,Zinikus.ai pvt ltd,https://in.linkedin.com/in/adviteey-mehaindroo-936561214
 PRABHHAV SHARMA,PRABHHAV SHARMA,Zintellix,https://in.linkedin.com/in/prabhhav-sharma
 Samuel Santhosh,CEO,ZionStar Private limited,https://in.linkedin.com/in/samuelsanthosh
